score_margin_hma,total_points,spread_hma,spread_hma_adjusted,delta_marg2spread,Rk_hma,G_hma,PF_hma,Yds_hma,Ply_hma,Y/P_hma,TO_hma,FL_hma,1stD_hma,Cmp_hma,Att_hma,Yds.1_hma,TD_hma,Int_hma,NY/A_hma,1stD.1_hma,Att.1_hma,Yds.2_hma,TD.1_hma,Y/A_hma,1stD.2_hma,Pen_hma,Yds.3_hma,1stPy_hma,Sc%_hma,TO%_hma,EXP_hma,Rk_po_hma,G_po_hma,Cmp_po_hma,Att_po_hma,Cmp%_hma,Yds_po_hma,TD_po_hma,TD%_hma,Int_po_hma,Int%_hma,Lng_hma,Y/A_po_hma,AY/A_hma,Y/C_hma,Y/G_hma,Rate_hma,Sk_hma,Yds.1_po_hma,NY/A_po_hma,ANY/A_hma,Sk%_hma,4QC_hma,GWD_hma,EXP_po_hma,Rk_hma,G_hma,Att_hma,Yds_hma,TD_hma,Lng_ro_hma,Y/A_hma,Y/G_ro_hma,Fmb_hma,EXP_hma,Rk_ret_hma,G_ret_hma,Ret_hma,Yds_ret_hma,TD_ret_hma,Lng_hma,Y/R_hma,Rt_hma,Yds.1_hma,TD.1_ret_hma,Lng.1_hma,Y/Rt_hma,APYd_hma,Rk_hma,G_hma,FGA_hma,FGM_hma,FGA.1_hma,FGM.1_hma,FGA.2_hma,FGM.2_hma,FGA.3_hma,FGM.3_hma,FGA.4_hma,FGM.4_hma,FGA.5_hma,FGM.5_hma,Lng_kp_hma,FG%_hma,XPA_hma,XPM_hma,XP%_hma,KO_hma,KOYds_hma,TB_hma,TB%_hma,KOAvg_hma,Pnt_hma,Yds_hma,Lng.1_kp_hma,Blck_hma,Y/P_kp_hma,Rk_oconv_hma,G_oconv_hma,3DAtt_hma,3DConv_hma,3D%_hma,4DAtt_hma,4DConv_hma,4D%_hma,RZAtt_hma,RZTD_hma,RZPct_hma,Rk_hma,G_hma,#Dr_hma,Plays_hma,Sc%_odriv_hma,TO%_odriv_hma,Plays.1_hma,Yds_odriv_hma,Time_hma,Pts_hma,Rk_td_hma,G_td_hma,PF_td_hma,Yds_hma,Ply_td_hma,Y/P_hma,TO_td_hma,FL_td_hma,1stD_td_hma,Cmp_hma,Att_td_hma,Yds.1_td_hma,TD_hma,Int_hma,NY/A_hma,1stD.1_td_hma,Att.1_td_hma,Yds.2_td_hma,TD.1_hma,Y/A_td_hma,1stD.2_td_hma,Pen_td_hma,Yds.3_td_hma,1stPy_td_hma,Sc%_hma,TO%_hma,EXP_td_hma,G_hma,Att_hma,Cmp_ad_hma,Yds_ad_hma,TD_ad_hma,DADOT_hma,Air_hma,YAC_hma,Bltz_hma,Bltz%_hma,Hrry_hma,Hrry%_hma,QBKD_hma,QBKD%_hma,Sk_ad_hma,Prss_hma,Prss%_hma,MTkl_hma,Rk_hma,G_pd_hma,Cmp_hma,Att_pd_hma,Cmp%_pd_hma,Yds_hma,TD_hma,TD%_pd_hma,Int_pd_hma,PD_hma,Int%_pd_hma,Y/A_hma,AY/A_pd_hma,Y/C_pd_hma,Y/G_hma,Rate_pd_hma,Sk_hma,Yds.1_hma,QBHits_hma,TFL_hma,NY/A_pd_hma,ANY/A_pd_hma,Sk%_pd_hma,EXP_hma,Rk_rd_hma,G_hma,Att_hma,Yds_rd_hma,TD_rd_hma,Y/A_rd_hma,Y/G_rd_hma,EXP_rd_hma,Rk_hma,G_retd_hma,Ret_retd_hma,Yds_hma,TD_hma,Y/R_retd_hma,Rt_retd_hma,Yds.1_retd_hma,TD.1_retd_hma,Y/Rt_retd_hma,Rk_kpd_hma,G_hma,FGA_kpd_hma,FGM_kpd_hma,FG%_kpd_hma,XPA_kpd_hma,XPM_kpd_hma,XP%_kpd_hma,Pnt_kpd_hma,Yds_kpd_hma,Blck_kpd_hma,Y/P_kpd_hma,Rk_hma,G_dconv_hma,3DAtt_dconv_hma,3DConv_dconv_hma,3D%_dconv_hma,4DAtt_dconv_hma,4DConv_dconv_hma,4D%_dconv_hma,RZAtt_dconv_hma,RZTD_dconv_hma,RZPct_dconv_hma,Rk_ddriv_hma,G_hma,#Dr_ddriv_hma,Plays_ddriv_hma,Sc%_ddriv_hma,TO%_ddriv_hma,Plays.1_ddriv_hma,Yds_hma,Time_ddriv_hma,Pts_ddriv_hma
3,35,-2,2,-1,-9,0,61,744,97,0.2,-16,-3,65,96,71,878,10,-13,0.6,50,24,-134,-1,-0.5,17,4,40,-2,5.3,-8.4,151.42,-20,0,96,71,8.9,878,10,1.1,-13,-2.5,-20,0.7,2,-0.6,54.9,24.5,2,-3,0.6,2,-0.3,0,2,152.68,5,0,24,-134,-1,-29,-0.5,-8.4,-7,-1.59,-18,0,-2,-167,-1,-53,-7.8,15,367,0,45,1.4,1075,-3,0,0,0,2,2,1,2,5,0,-10,-8,-2,-4,-5,-0.073,9,11,0.09,5,525,-5,-0.101,2.6,-6,-371,-6,2,-1.6,-17,0,12,17,0.055,10,8,0.213,11,8,0.038,14,0,-13,95,5.3,-8.4,0.9,6.4,0.01875,0.42,-2,0,-20,-392,-46,-0.1,3,1,-9,-34,-24,-229,8,2,0,-15,-7,-163,-5,-0.3,6,-12,-83,0,-1.1,1.8,3,0,-24,-34,-229,8,0.8,58,-251,-80,-0.116,-15,-0.018,6,0.015,-15,-24,-0.024,15,-8,0,-34,-24,-3.4,-229,8,1.6,2,-10,0.4,-0.4,-0.3,0,-14.3,-0.7,-15,-145,-8,-10,0,0.1,-2.2,-23.71,-7,0,-7,-163,-5,-0.3,-10.2,24.95,18,0,9,338,1,7.1,13,286,-1,-3,3,0,-10,-11,-0.054,0,-1,-0.023,-2,64,0,2.5,1,0,-15,1,0.034,1,3,0.167,-6,3,0.107,-15,0,-14,-56,-1.1,1.8,0.2,0.3,0.002777778,0.12
-5,59,-4,4,9,-4,0,27,223,-37,0.4,-11,-4,27,56,-6,437,-5,-7,0.7,16,-35,-214,6,-0.1,16,14,82,-5,7.3,-3.8,103.02,-8,0,56,-6,10.8,437,-5,-0.9,-7,-1.2,-17,0.9,1.3,-0.5,27.3,15,4,19,0.7,1.2,0.7,-2,-2,57.71,8,0,-35,-214,6,-20,-0.1,-13.4,-10,34.84,-2,0,0,-150,-1,-63,-7.5,2,177,0,67,4.7,385,11,0,0,0,6,5,5,6,0,-1,-10,-9,1,1,-2,0.006,6,8,0.084,2,256,17,0.193,1.6,-21,-958,-2,-1,0.2,9,0,-17,-6,0.003,12,11,0.289,12,5,-0.024,29,0,-29,-36,7.3,-3.8,0.8,6.7,0.027083333,0.38,-7,0,-44,-126,-21,0,6,9,27,24,18,18,7,-3,-0.1,10,-26,-144,-5,-0.1,8,-21,-239,9,1.4,4.2,-32.72,0,18,24,18,7,-0.6,37,117,-25,-0.039,-18,-0.029,7,0.009,-13,-24,-0.038,27,1,0,24,18,2,18,7,1.1,-3,-6,-0.6,-0.3,0.1,-0.8,1.2,6.3,-13,-83,-4,-10,-0.1,0.4,-2.2,-34.63,-5,0,-26,-144,-5,-0.1,-9,1.26,3,0,-10,-42,1,2.1,-14,-483,-1,-9.3,-11,0,-11,-10,0.006,-1,-4,-0.072,-12,-596,0,-1.1,8,0,-20,10,0.09,-4,-1,0.1,-4,7,0.157,-26,0,-23,-32,1.4,4.2,0.6,3.7,0.007638889,0.23
5,47,-6.5,6.5,1.5,-16,0,93,-15,13,-0.1,-14,-2,14,111,100,552,14,-12,0.1,30,-69,-567,-1,-0.7,-13,0,21,-3,4.2,-8.5,100.04,-11,0,111,100,8.2,552,14,1.5,-12,-2.4,-8,-0.3,1.1,-2,34.5,21,-18,-96,0.1,1.5,-3.3,2,2,135.24,19,0,-69,-567,-1,-6,-0.7,-35.5,-1,-31.87,-23,0,17,89,-1,-26,-3.8,2,113,0,18,2.5,152,-18,0,0,0,0,0,2,3,2,1,-15,-9,-11,-5,1,0.158,15,16,0.078,9,652,-9,-0.173,1.1,11,430,-7,-1,-1,-14,0,18,15,0.035,4,6,0.259,7,9,0.102,1,0,0,2,4.2,-8.5,0,0,0.00625,0.41,-22,0,-134,-994,-47,-0.7,11,3,-52,-76,-41,-697,1,8,-1,-38,-20,-297,-9,-0.5,-12,-3,28,-2,-15.3,5.6,126.06,0,-41,-76,-697,1,1.4,-244,-466,66,0.124,4,0.012,28,0.06,14,46,0.089,17,-14,0,-76,-41,-9.3,-697,1,0.5,8,20,1.6,-0.6,-1.3,0.8,-43.5,-15.4,14,102,44,38,-1,-1.5,2.7,94.99,-14,0,-20,-297,-9,-0.5,-18.6,32.91,22,0,4,94,0,1.9,20,281,-1,-7.8,18,0,-18,-19,-0.096,-11,-9,0.038,18,872,0,0.8,-3,0,3,-5,-0.028,6,-2,-0.25,-16,-4,0.081,2,0,4,-65,-15.3,5.6,-0.5,-5.9,-0.009027778,-0.65
-9,65,-1.5,1.5,10.5,4,0,-80,-890,-82,-0.5,-13,-4,-39,-25,-57,-655,-5,-9,-0.7,-30,-36,-235,-4,-0.2,0,20,282,-9,-6.7,-6.1,-37.25,5,0,-25,-57,1.5,-655,-5,-0.6,-9,-1.3,-23,-0.4,0.1,-0.9,-40.9,3.4,11,97,-0.7,-0.2,2.5,-2,-2,-46.36,10,0,-36,-235,-4,-19,-0.2,-14.7,-15,7.21,-8,0,-10,-181,-1,-65,-4.8,14,254,0,35,-0.8,-691,-9,0,0,0,1,0,5,5,-2,-5,-11,-7,-7,-7,-3,-0.05,-6,-5,0,-16,-874,-20,-0.144,1.6,16,558,-9,-1,-2.2,13,0,-6,-12,-0.047,3,3,0.122,-7,-8,-0.112,15,0,-13,-89,-6.7,-6.1,-0.1,-2.8,0.003472222,-0.35,1,0,11,314,38,0.1,3,3,48,44,38,602,13,0,0.6,34,11,-288,-6,-0.8,-6,-7,-53,20,0,2.5,-76.33,0,38,44,602,13,-0.5,263,233,71,0.105,-16,-0.027,1,-0.004,-11,-26,-0.045,38,11,0,44,38,3.1,602,13,1.9,0,3,-0.1,0.4,0.8,0.1,37.7,11.1,-11,-96,-9,7,0.6,1.1,-2,-125.65,-13,0,11,-288,-6,-0.8,-18,52.24,8,0,10,220,0,3.6,6,43,-1,-5.1,8,0,-7,-10,-0.1,8,9,0.03,-9,-557,2,-2.8,2,0,-17,2,0.044,-2,-2,-0.083,-1,7,0.125,-9,0,-7,31,0,2.5,0.4,3,0.008333333,0.2
7,61,-4,4,-3,-12,0,73,526,48,0.3,-14,-2,58,91,72,912,6,-12,0.6,67,-33,-386,0,-0.6,-8,2,66,-1,11.8,-6.7,151.59,-21,0,91,72,8,912,6,0.5,-12,-2.3,-29,0.8,1.9,-0.3,57,21.4,9,35,0.6,1.8,0.7,-2,-2,152.6,14,0,-33,-386,0,-3,-0.6,-24.1,-7,-3.05,4,0,-3,-115,-1,-59,-4.5,-7,-148,0,-2,-0.1,387,-8,0,0,0,5,5,7,7,1,0,-8,-2,5,10,-4,0.15,8,9,0.062,13,963,-8,-0.184,1.8,-10,-659,-12,-1,-3.6,-15,0,9,15,0.052,11,11,0.31,13,7,0.001,16,0,-14,53,11.8,-6.7,0.7,5.4,0.014583333,0.55,-6,0,-32,487,-9,0.6,5,3,34,51,58,890,13,2,0.9,38,-54,-403,-7,-0.4,-9,-15,-152,5,-2.6,3.9,-55.76,0,58,51,890,13,0.4,434,376,47,0.05,-2,-0.011,9,0.006,-13,-6,-0.026,7,15,0,51,58,2,890,13,1.7,2,-13,0.1,0.7,0.9,0.7,55.7,9.6,-13,-61,-1,-2,0.9,1.2,-2.5,-105.17,-19,0,-54,-403,-7,-0.4,-25.2,49.37,-4,0,-2,-84,0,-2.6,22,383,-1,-6.4,10,0,-14,-15,-0.072,1,3,0.046,-9,-361,0,0.8,-8,0,-24,-8,0.008,9,3,-0.065,-5,7,0.168,-12,0,-10,-23,-2.6,3.9,0.2,4.7,0,0.12
25,49,-3.5,3.5,-21.5,-18,0,111,764,6,0.7,-6,7,51,52,-5,766,7,-13,1.4,30,15,-2,7,-0.1,27,17,186,-6,14.9,-2.2,169.44,-19,0,52,-5,10,766,7,1.3,-13,-2.3,-7,1.4,2.7,0.3,47.9,27.9,-4,-56,1.4,2.7,-0.6,1,3,130.07,1,0,15,-2,7,-22,-0.1,-0.1,1,31.37,1,0,3,-2,-1,-51,-1.9,-5,-139,0,13,-1.6,594,4,0,0,0,12,12,3,4,-3,-5,-12,-6,0,5,-4,0.143,17,20,0.124,16,1127,7,-0.042,1.5,-22,-1101,-6,-1,-2,-10,0,-14,9,0.073,6,12,0.495,14,8,0.009,22,0,-19,6,14.9,-2.2,0.6,7.8,0.019444444,0.86,5,0,32,338,-4,0.4,-1,-1,48,-4,13,405,7,0,0.7,22,4,-67,2,-0.2,8,-11,-37,18,5.7,0.2,-118.4,0,13,-4,405,7,-0.2,158,204,-31,-0.044,-2,-0.002,3,0.003,-21,-20,-0.027,49,9,0,-4,13,-2.2,405,7,1.1,0,10,-0.1,0.3,0.5,0.8,25.4,3.2,-21,-153,-16,-4,0.7,1,-3.4,-109.65,-1,0,4,-67,2,-0.2,-4.2,-9.09,-1,0,-14,-93,0,1.4,11,121,-1,-6.5,-5,0,-3,-7,-0.108,4,3,-0.015,-15,-637,0,0.8,10,0,-14,12,0.086,3,7,0.324,7,13,0.143,-22,0,-17,-7,5.7,0.2,0.6,5.4,0.004861111,0.48
14,62,-3,3,-11,4,0,-28,310,23,0.2,-6,-2,0,10,34,234,0,-4,0,15,-8,76,-3,0.3,-9,3,-22,-6,-1.5,-2.6,52.16,-2,0,10,34,-2.1,234,0,-0.4,-4,-0.7,19,-0.1,0.2,0.2,14.6,-0.3,-3,-15,0,0.3,-0.6,1,0,16.09,-4,0,-8,76,-3,-19,0.3,4.7,1,33.12,14,0,-3,-207,0,-17,-6.1,-11,-349,1,42,-1.8,-202,5,0,1,1,-2,-2,0,3,-4,-5,-2,0,-7,-3,0,0.102,-5,-9,-0.077,-4,-339,1,0.039,-0.8,11,257,-5,0,-5.8,-1,0,7,2,-0.007,6,1,-0.237,-9,-6,-0.008,8,0,-7,16,-1.5,-2.6,0.4,3.4,0.000694444,-0.06,-5,0,-13,93,-3,0.1,-4,-5,2,-20,-16,53,6,1,0.3,3,19,40,-7,-0.1,-12,11,32,11,-3.3,-2.3,-4.79,0,-16,-20,53,6,1.5,-27,313,-8,-0.001,5,0.011,11,0.022,-6,10,0.024,-6,1,0,-20,-16,-1.7,53,6,1.2,1,-12,0.3,0.2,0.4,0.7,3.3,2.5,-6,-31,7,-25,0.3,0.5,-0.8,-11.99,4,0,19,40,-7,-0.1,2.5,-1.26,-14,0,-1,-19,0,-0.7,-7,12,1,6,-3,0,1,-5,-0.228,3,6,0.085,-6,-249,0,0.4,2,0,-3,1,0.012,1,2,0.071,-11,-2,0.111,-1,0,-1,-2,-3.3,-2.3,0,0.7,0.007638889,-0.12
-29,47,7,-7,22,25,0,-175,-1107,-55,-0.8,-3,-6,-65,-127,-156,-1730,-28,3,-1.3,-83,91,623,4,0.5,24,-40,-407,-6,-12.5,0.3,-172.78,27,0,-127,-156,-4.5,-1730,-28,-4,3,1.4,-6,-0.9,-2.3,-0.7,-108.2,-26.5,10,68,-1.3,-2.7,3.5,-1,0,-234.81,-16,0,91,623,4,-2,0.5,38.9,1,59.13,12,0,-8,-13,0,-14,3.6,-5,-278,0,-7,-4.5,-1411,22,0,-1,-1,-3,-3,-2,1,3,3,-3,-2,-6,-2,-7,0.105,-26,-27,-0.057,-26,-1713,-29,-0.143,-0.6,14,596,-1,0,-2.1,19,0,-1,-17,-0.088,7,1,-0.271,-20,-16,-0.076,11,0,-13,-61,-12.5,0.3,0.1,-4.2,-0.001388889,-0.88,-9,0,-22,20,-43,0.3,-4,-7,-12,-36,-79,-169,-1,3,0.8,-12,50,189,-4,-0.1,6,-4,-89,-6,-0.5,-1.3,10,0,-79,-36,-169,-1,1.5,-198,-9,-95,-0.114,29,0.065,-12,-0.009,-14,3,0.042,-35,-5,0,-36,-79,3,-169,-1,0.5,3,-24,1,0.6,0.3,0.5,-10.6,2.4,-14,-55,-27,-24,0.8,0.5,-1.6,9.45,9,0,50,189,-4,-0.1,11.8,10.55,-12,0,-4,-67,0,-2.7,2,143,0,3.4,-19,0,2,-1,-0.105,2,5,0.084,-11,-506,0,0,1,0,-5,0,0.011,-3,-2,-0.016,-9,-6,-0.002,-12,0,-13,-41,-0.5,-1.3,0.2,2.8,0.021527778,-0.06
-3,59,5.5,-5.5,-2.5,13,0,-97,-919,-13,-0.8,-2,-4,-52,-40,-37,-884,-16,2,-1.1,-33,17,-35,-1,-0.3,-19,-28,-306,0,-8,-0.8,-166.7,17,0,-40,-37,-2.6,-884,-16,-2.4,2,0.5,14,-1,-1.6,-1.1,-55.3,-16.4,7,35,-1.1,-1.8,1.4,1,0,-150.66,2,0,17,-35,-1,-20,-0.3,-2.2,-1,-18.49,27,0,1,-16,0,4,-0.8,-24,-780,0,-15,-9.7,-1596,-6,0,0,0,-1,-1,-2,1,5,4,3,4,5,8,-2,0.099,-23,-21,0.034,-9,-880,-7,-0.007,-3.2,27,958,-9,0,-6.1,15,0,15,-15,-0.111,0,0,0,-8,-7,-0.035,-14,0,11,-8,-8,-0.8,-0.4,-7.3,-0.009027778,-0.7,-10,0,-37,246,-27,0.4,3,0,-15,-26,-28,298,-2,3,0.8,-6,-2,-52,-4,-0.1,-12,-1,77,3,-8.7,0.3,86.67,0,-28,-26,298,-2,2.2,170,281,18,0.05,6,0.014,-1,0.003,3,8,0.026,-19,10,0,-26,-28,-1.5,298,-2,-0.1,3,0,0.7,1.1,0.8,2,18.6,0.1,3,129,7,-3,0.8,0.5,0.8,68.6,-1,0,-2,-52,-4,-0.1,-3.2,27.15,-27,0,8,159,2,3.8,-6,-161,0,-2.2,9,0,-2,-6,-0.181,4,7,0.086,3,140,1,0,-6,0,-5,-18,-0.086,7,1,-0.117,-11,-11,-0.081,9,0,9,-29,-8.7,0.3,-0.5,-0.3,-0.003472222,-0.45
-8,28,10,-10,-2,30,0,-258,-1864,-86,-1.4,-3,-6,-128,-118,-97,-1824,-24,3,-2.2,-94,-5,-40,-7,-0.1,-25,-1,11,-9,-23.1,-0.9,-287.73,28,0,-118,-97,-10.3,-1824,-24,-3.5,3,1,13,-1.8,-2.9,-1,-114,-31.7,16,153,-2.2,-3.3,3.6,-2,-3,-282.93,3,0,-5,-40,-7,-5,-0.1,-2.5,-10,-5.26,16,0,-21,-284,-1,-66,-3.3,5,-184,0,6,-7.8,-2243,1,0,-1,-1,-2,-3,1,3,-3,-5,-1,-1,-6,-7,-3,-0.074,-35,-37,-0.133,-38,-2504,-37,-0.163,-1.1,41,1516,-12,0,-6.9,25,0,19,-23,-0.157,8,-1,-0.411,-30,-26,-0.197,-4,0,5,-92,-23.1,-0.9,-0.7,-11.7,-0.018055556,-1.44,10,0,82,561,56,0.2,-7,-2,30,49,32,683,11,-5,0.8,36,31,-122,-5,-0.6,-25,13,171,19,5.2,-4.6,-46.05,0,32,49,683,11,0.7,419,307,19,0.026,7,0.01,-2,-0.008,-7,-2,-0.005,7,15,0,49,32,4.7,683,11,1.6,-5,-9,-0.9,0.7,1.5,0.3,42.7,16.3,-7,-34,-8,0,0.8,1.6,-1.3,-118.17,-5,0,31,-122,-5,-0.6,-7.6,76.84,-16,0,22,308,0,3.1,-3,133,0,6.9,1,0,10,6,-0.091,15,18,0.097,-9,-624,2,-3.9,15,0,11,14,0.048,-7,-6,-0.162,2,-2,-0.055,7,0,7,66,5.2,-4.6,0.1,1.8,0.010416667,0.25
-7,53,3,-3,4,8,0,-67,-210,2,-0.2,4,5,-38,-41,-45,-403,-12,-1,-0.1,-34,46,193,4,0,2,-4,-85,-6,-1.5,3,-81.04,4,0,-41,-45,-1.8,-403,-12,-1.6,-1,0,29,0,-0.3,0.2,-25.2,-7.2,1,0,-0.1,-0.4,0.5,1,2,-106.5,-6,0,46,193,4,-8,0,12.1,6,18.9,25,0,-8,-105,-1,-52,-0.4,-14,-577,0,-16,-8.6,-958,14,0,-1,-1,9,9,-1,2,-4,-5,-2,0,1,5,-4,0.119,-12,-12,-0.009,-6,-503,-10,-0.061,-1.2,3,-143,-9,0,-6.7,2,0,11,-2,-0.037,11,8,-0.038,-9,-10,-0.076,3,0,-1,3,-1.5,3,0,-1.1,-0.002083333,-0.23,14,0,103,585,14,0.5,-11,-6,30,1,7,486,5,-5,0.9,24,24,99,3,0,-11,9,187,17,10.9,-6.9,-88.12,0,7,1,486,5,1,314,278,-83,-0.123,21,0.035,0,-0.001,-17,4,0.013,18,13,0,1,7,-0.6,486,5,0.8,-5,-2,-0.9,0.6,1.2,1,30.4,8.4,-17,-91,-15,-11,0.9,1.5,-2.7,-102.17,7,0,24,99,3,0,6.2,15.51,-25,0,-2,-5,0,0.9,2,211,0,5.5,-12,0,14,9,-0.099,11,12,0.052,-15,-704,0,-0.3,23,0,14,24,0.09,-2,3,0.245,10,4,-0.037,-6,0,-3,28,10.9,-6.9,0.3,4.2,0.006944444,0.53
2,62,-2.5,2.5,0.5,11,0,-91,-190,49,-0.4,-1,-3,-16,-23,-21,-704,-13,2,-0.9,-29,68,514,6,0.5,17,11,-73,-4,-9.2,-0.1,-125.04,14,0,-23,-21,-1.5,-704,-13,-2,2,0.5,24,-0.9,-1.4,-1.1,-44,-13.5,2,20,-0.9,-1.5,0.5,1,1,-165.72,-13,0,68,514,6,18,0.5,32.1,4,51.14,21,0,-6,-234,-1,-60,-6.5,-12,-470,0,-6,-5.7,-924,3,0,-1,-1,-4,-4,-2,0,6,2,-3,-2,-4,-5,-2,-0.057,-13,-12,0.012,-14,-1019,-32,-0.255,-1.4,17,518,-11,0,-6,13,0,15,-13,-0.101,15,9,-0.12,-10,-4,0.037,-10,0,9,45,-9.2,-0.1,-0.1,-2.9,-0.015972222,-0.5,-4,0,-8,-9,29,-0.2,-5,-1,12,-4,-3,-103,3,-4,-0.2,8,22,94,-8,0,-7,18,113,11,-2.2,-4.8,41.06,0,-3,-4,-103,3,0.8,-259,286,27,0.036,15,0.022,1,0.002,10,26,0.037,-15,-3,0,-4,-3,-0.4,-103,3,0.6,-4,-19,-0.7,0,0.5,0.1,-6.5,4.6,10,106,8,16,-0.2,0.2,1.6,0.2,5,0,22,94,-8,0,5.9,29.24,-22,0,6,63,0,0.5,16,358,0,1.6,2,0,5,2,-0.087,1,4,0.082,4,89,2,-1.4,4,0,11,4,-0.002,2,3,0.088,-2,-9,-0.137,3,0,2,34,-2.2,-4.8,0.1,-0.4,0.011805556,-0.2
26,58,3.5,-3.5,-29.5,2,0,-10,0,-3,0.1,-10,-6,-16,-94,-111,-967,-7,-4,-0.2,-37,110,967,10,1,23,-16,-158,-2,-1.5,-4.6,16.35,20,0,-94,-111,-3.6,-967,-7,0.1,-4,-0.4,19,-0.1,0.1,0.4,-60.5,-1.7,-2,7,-0.2,-0.1,0.6,3,3,-48.63,-18,0,110,967,10,43,1,60.4,-3,59.59,4,0,-8,-162,-1,-44,-2.9,2,-228,1,-18,-7.4,-295,8,0,-1,-1,-6,-7,-3,-1,2,-2,2,3,-6,-8,-3,-0.11,-6,-6,-0.004,-7,-674,-18,-0.139,-2.4,9,174,-6,1,-5.7,8,0,-5,-9,-0.035,6,2,-0.175,-4,6,0.132,4,0,-3,-9,-1.5,-4.6,0,0.4,-0.009722222,0.07,8,0,64,732,51,0.4,-3,-3,40,54,57,713,13,0,0.7,48,13,19,-3,-0.1,-12,17,112,4,5.8,-2,-62.1,0,57,54,713,13,1.2,442,196,-36,-0.071,-1,-0.006,-4,-0.015,-19,-24,-0.046,-12,16,0,54,57,2.7,713,13,1.7,0,5,-0.2,0.4,0.9,0.2,44.5,10.6,-19,-66,-20,-18,0.7,1.2,-3.3,-100.08,2,0,13,19,-3,-0.1,1.2,21.76,-4,0,4,33,0,0,7,286,0,4.3,-5,0,-2,-2,-0.007,10,10,0.029,-18,-749,0,1.7,25,0,23,35,0.121,7,4,-0.002,7,7,0.037,-7,0,-4,49,5.8,-2,0.4,5.1,0.017361111,0.44
-29,67,6,-6,23,26,0,-178,-974,-4,-0.9,10,-2,-89,-93,-40,-1169,-19,12,-1.5,-64,31,195,-3,0.1,-25,-21,-271,0,-16.4,5.2,-250.48,23,0,-93,-40,-11.8,-1169,-19,-2.9,12,2.3,36,-1.4,-3,-0.1,-73.1,-35.1,5,56,-1.5,-3.1,1.1,0,-1,-236.57,-7,0,31,195,-3,14,0.1,12.2,5,-12.47,24,0,-11,-103,0,-1,1.5,-9,-438,0,-29,-7,-1552,10,0,-1,-1,-3,-3,-4,-2,-1,0,10,6,1,0,0,-0.024,-29,-32,-0.133,-22,-1630,-17,-0.019,-2.7,25,958,-3,1,-4.7,12,0,25,-11,-0.11,5,-4,-0.533,-23,-18,-0.085,-19,0,18,-3,-16.4,5.2,-0.6,-8.9,-0.021527778,-1.09,9,0,71,247,18,0.1,-10,-5,-18,5,-6,81,-2,-5,0.2,2,20,166,1,0.2,-19,20,224,-1,5.2,-7.1,30.28,0,-6,5,81,-2,1.2,156,74,-52,-0.079,23,0.037,-3,-0.004,4,24,0.04,-31,4,0,5,-6,1.6,81,-2,-0.3,-5,-12,-0.8,0.3,0.7,0.2,5,5.2,4,62,1,-7,0.2,0.5,0.7,7.48,8,0,20,166,1,0.2,10.4,24.6,-24,0,12,88,0,-0.5,-9,90,1,12,-7,0,17,16,0.009,7,9,0.067,0,-67,0,-1.1,13,0,28,12,0.004,-5,-4,-0.079,3,-9,-0.18,16,0,14,35,5.2,-7.1,-0.3,-1.2,0.002083333,0.05
-10,58,-1.5,1.5,11.5,19,0,-125,-421,12,-0.4,9,3,-47,-39,-26,-587,-15,6,-0.8,-23,26,166,3,0.1,-18,-17,-210,-6,-13.1,3,-172.96,9,0,-39,-26,-3.7,-587,-15,-2.3,6,1.2,20,-0.4,-1.4,-0.1,-36.7,-17.5,12,121,-0.8,-1.7,2.1,-1,-2,-153.74,-5,0,26,166,3,29,0.1,10.4,2,-17.01,15,0,-6,-144,-1,-63,-2.9,-9,-475,0,-26,-8.3,-983,4,0,-1,-1,-6,-6,-1,1,2,2,-2,-2,-8,-6,-6,0.022,-19,-19,-0.016,-20,-1598,-27,-0.16,-3.9,26,1011,-12,1,-4.6,18,0,10,-16,-0.106,5,-2,-0.4,-13,-5,0.055,-15,0,12,4,-13.1,3,-0.4,-4.7,-0.009027778,-0.75,1,0,15,-610,-28,-0.5,-6,-3,-40,-28,-36,-399,2,-3,-0.2,-23,16,-211,-9,-0.6,-23,-7,-19,6,-1.1,-4.9,106.28,0,-36,-28,-399,2,0.9,-274,-96,-27,-0.022,18,0.034,-16,-0.023,-8,-6,0.004,-57,-9,0,-28,-36,-0.9,-399,2,0.7,-3,-14,-0.4,-0.3,0,-0.4,-25,1.7,-8,-21,-20,-5,-0.2,0.1,-0.9,37.49,-10,0,16,-211,-9,-0.6,-13.2,69.31,-15,0,7,45,0,-0.6,2,258,1,6.9,-1,0,12,10,-0.028,3,5,0.06,6,453,0,2.5,-4,0,9,-5,-0.043,1,2,0.071,-13,-12,-0.077,14,0,13,-16,-1.1,-4.9,-0.5,-5.8,-0.00625,-0.26
